CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
06037104203,California,Los Angeles County,1,5210,1085,0,8,0.15,0,1,0,0,0,1,25.1,39226,0,1,0,1,0,0,0,0,NULL,1678,NULL,NULL,813,NULL,1678,32.21,813,15.60,522,10.02,111,2.14,677,13.00,138,2.64,3,0.05,5,0.10,3,0.06,852,16.35,1514,29.06,8,0.78,67,6.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2953,1741,354,2077,330,69,10,26,2698,4708,133,238
06037104204,California,Los Angeles County,1,3375,723,0,330,9.78,0,1,0,0,0,1,15.6,52407,0,1,0,1,0,0,0,0,11,2609,11,4,1337,4,2609,77.30,1337,39.60,779,23.08,185,5.48,1357,40.21,199,5.90,245,7.27,2,0.06,14,0.42,791,23.44,1933,57.29,35,4.84,93,12.80,11,0.33,4,0.11,1,0.03,2,0.06,6,0.18,0,0.00,3,0.09,0,0.00,0,0.00,2,0.06,7,0.21,0,0.03,1,0.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1614,989,260,1784,293,273,2,16,1007,2480,46,115
06037104310,California,Los Angeles County,1,4921,886,0,0,0.00,0,0,0,0,0,0,12.8,72250,0,1,0,1,0,0,0,0,NULL,3833,NULL,NULL,1776,NULL,3833,77.89,1776,36.09,1239,25.17,245,4.97,1857,37.74,190,3.86,9,0.19,2,0.04,31,0.63,1743,35.42,3572,72.59,48,5.42,135,15.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2402,1571,339,2284,213,10,3,36,2375,4624,52,175
06037104320,California,Los Angeles County,1,5998,1265,0,13,0.22,0,0,0,0,0,1,23.8,55694,0,0,0,0,0,0,0,0,NULL,82,NULL,NULL,34,NULL,82,1.38,34,0.57,22,0.36,5,0.08,47,0.78,2,0.03,1,0.01,0,0.00,0,0.00,33,0.56,80,1.34,1,0.07,1,0.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2877,1865,488,2569,380,83,0,49,2917,5464,170,106
06037104401,California,Los Angeles County,1,3357,682,0,0,0.00,0,0,0,0,0,0,19.9,69728,0,0,0,0,0,0,0,0,NULL,181,NULL,NULL,74,NULL,181,5.40,74,2.20,49,1.47,13,0.40,87,2.60,0,0.00,1,0.03,0,0.00,4,0.11,89,2.66,178,5.31,3,0.42,6,0.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1415,996,288,1382,9,20,1,57,1888,3248,59,114
06037104403,California,Los Angeles County,1,3282,657,0,0,0.00,0,0,0,0,0,1,20.0,56750,0,0,0,0,0,0,0,0,NULL,86,NULL,NULL,38,NULL,86,2.61,38,1.16,26,0.78,11,0.33,37,1.12,0,0.00,4,0.13,0,0.00,0,0.00,45,1.36,79,2.42,1,0.13,3,0.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1368,955,292,1451,16,32,0,45,1738,3159,59,113
06037104404,California,Los Angeles County,1,3236,662,0,1,0.03,0,0,0,0,0,1,26.1,45114,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1681,987,238,1333,45,23,0,31,1804,3112,32,149
06037104500,California,Los Angeles County,1,3293,685,0,0,0.00,0,0,0,0,0,1,23.1,65865,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1300,1028,280,1588,24,25,4,39,1613,3137,23,92
06037104610,California,Los Angeles County,1,3672,729,0,5,0.14,0,0,0,0,0,1,16.9,60744,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1817,1154,260,1623,28,17,17,35,1952,3574,14,97
06037104620,California,Los Angeles County,1,3539,722,0,0,0.00,0,0,0,0,0,1,9.3,63468,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1761,1040,307,1563,31,12,0,55,1878,3420,16,160
06037104701,California,Los Angeles County,1,4208,900,0,5,0.12,0,0,0,0,0,1,33.5,32222,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3370,1676,230,1800,166,19,0,31,2192,4018,110,353
06037104703,California,Los Angeles County,1,2397,557,0,0,0.00,0,1,0,0,0,1,31.2,42857,0,1,0,1,0,0,0,0,0,1200,0,0,835,0,1200,50.08,835,34.82,425,17.72,38,1.60,561,23.42,46,1.90,6,0.24,0,0.00,2,0.10,585,24.41,1094,45.66,13,2.31,75,13.41,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1536,780,103,1152,55,6,0,22,1162,2264,19,151
06037104704,California,Los Angeles County,1,4219,1117,0,0,0.00,0,1,0,0,0,1,25.2,47466,0,1,0,1,0,0,0,0,NULL,2778,NULL,NULL,1493,NULL,2778,65.85,1493,35.40,942,22.34,133,3.16,1030,24.40,441,10.46,116,2.75,18,0.43,16,0.39,1157,27.42,2073,49.13,4,0.33,107,9.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2328,1379,256,1731,584,146,18,28,1712,3238,6,175
06037104810,California,Los Angeles County,1,5328,1028,0,0,0.00,0,0,0,0,0,0,14.9,70188,0,1,0,1,0,0,0,0,NULL,634,NULL,NULL,245,NULL,634,11.91,245,4.60,191,3.59,54,1.01,289,5.43,8,0.15,20,0.37,0,0.00,9,0.17,308,5.79,585,10.98,5,0.49,22,2.10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2543,1631,399,2398,36,105,19,49,2721,4996,35,180
06037104821,California,Los Angeles County,1,3514,760,0,0,0.00,0,0,0,0,0,1,20.2,65398,0,0,0,0,0,0,0,0,NULL,1,NULL,NULL,1,NULL,1,0.03,1,0.02,0,0.01,0,0.00,1,0.02,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,1,0.03,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1420,1090,219,1784,51,65,0,17,1597,3269,17,59
06037104822,California,Los Angeles County,1,2277,562,0,0,0.00,0,0,0,0,0,1,20.6,59773,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1437,726,226,892,27,164,4,22,1168,1998,61,122
06037106010,California,Los Angeles County,1,3152,930,0,0,0.00,0,0,0,0,0,0,17.0,74750,1,1,1,1,1,0,0,0,1331,3152,1331,438,1036,438,3152,100.00,1036,32.87,771,24.46,318,10.09,1666,52.86,182,5.77,185,5.87,2,0.06,24,0.76,1093,34.68,2115,67.10,30,3.17,54,5.82,1331,42.24,438,13.88,337,10.69,103,3.28,662,21.00,120,3.81,85,2.71,1,0.03,10,0.32,453,14.36,868,27.52,13,1.44,25,2.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1020,771,318,1666,182,185,2,24,1093,2115,30,55
06037106020,California,Los Angeles County,1,5557,1385,0,7,0.13,0,0,0,0,0,0,13.6,78250,1,1,1,1,1,0,0,0,1726,4142,1726,585,1453,585,4142,74.53,1453,26.15,1091,19.64,384,6.91,2465,44.36,116,2.09,129,2.33,4,0.08,38,0.68,1388,24.99,3093,55.65,23,1.65,76,5.49,1726,31.06,585,10.53,413,7.42,187,3.36,1068,19.21,56,1.01,70,1.26,2,0.04,16,0.29,514,9.26,1172,21.09,10,0.69,35,2.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2111,1501,473,3190,154,199,6,60,1948,4241,35,107
06037106111,California,Los Angeles County,1,4334,1313,0,18,0.42,0,0,0,0,0,0,7.7,96132,1,1,1,1,1,0,0,0,4272,4334,4272,1004,1021,1004,4334,100.00,1021,23.57,998,23.03,443,10.22,2447,56.46,221,5.10,326,7.52,10,0.23,58,1.34,1272,29.35,2552,58.88,36,2.71,47,3.54,4272,98.58,1004,23.16,980,22.61,434,10.02,2409,55.59,221,5.09,323,7.45,10,0.23,58,1.34,1252,28.89,2508,57.86,35,2.64,46,3.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1049,998,443,2447,221,326,10,58,1272,2552,37,47
06037106112,California,Los Angeles County,1,5969,1462,0,162,2.71,0,0,0,0,0,0,6.9,94464,1,1,1,1,1,0,0,0,1673,5760,1673,361,1311,361,5760,96.50,1311,21.96,1579,26.45,534,8.95,2850,47.75,233,3.90,555,9.30,6,0.10,65,1.09,2051,34.36,3935,65.92,26,1.75,51,3.49,1673,28.02,361,6.05,459,7.68,136,2.27,669,11.20,92,1.55,447,7.50,2,0.03,14,0.23,448,7.51,784,13.13,9,0.61,16,1.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1222,1644,546,2965,244,563,6,65,2126,4092,27,53
06037106113,California,Los Angeles County,1,3493,850,0,116,3.32,0,0,0,0,0,0,4.9,85625,0,1,0,1,0,0,0,0,NULL,1819,NULL,NULL,555,NULL,1819,52.07,555,15.89,491,14.06,210,6.02,1007,28.82,53,1.52,69,1.97,4,0.11,26,0.75,660,18.89,1378,39.46,8,0.97,27,3.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1245,916,405,1889,98,157,4,55,1290,2670,10,58
06037106114,California,Los Angeles County,1,5880,1500,0,46,0.78,0,1,0,0,0,1,16.7,49160,0,1,0,1,0,0,0,0,NULL,1101,NULL,NULL,621,NULL,1101,18.72,621,10.56,326,5.54,65,1.11,526,8.95,26,0.44,43,0.73,1,0.02,19,0.32,486,8.27,930,15.81,16,1.07,49,3.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3299,1869,372,2738,241,142,2,63,2694,4995,85,308
06037106403,California,Los Angeles County,1,3825,817,0,7,0.18,0,1,0,0,0,1,5.1,64012,0,1,0,1,0,0,0,0,NULL,745,NULL,NULL,386,NULL,745,19.48,386,10.10,187,4.90,69,1.79,388,10.16,18,0.46,7,0.19,0,0.00,6,0.17,325,8.50,633,16.54,4,0.51,19,2.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1296,1133,284,2013,57,59,0,41,1655,3401,20,96
06037106405,California,Los Angeles County,1,3966,1118,0,13,0.33,1,1,1,0,0,1,31.5,58158,1,1,1,1,1,0,0,0,1204,3885,1204,538,1786,538,3885,97.95,1786,45.04,1175,29.63,212,5.34,1856,46.80,237,5.97,131,3.30,3,0.07,51,1.29,1607,40.52,3101,78.18,29,2.63,104,9.26,1204,30.36,538,13.56,363,9.15,70,1.77,632,15.94,66,1.68,38,0.96,1,0.03,15,0.39,451,11.38,957,24.12,4,0.39,31,2.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2188,1199,216,1890,243,134,3,53,1643,3165,31,116
06037106406,California,Los Angeles County,1,4962,1359,0,16,0.32,0,0,0,0,0,0,5.5,84625,1,1,1,1,1,0,0,0,4962,4962,4962,1365,1365,1365,4962,100.00,1365,27.51,1340,27.01,509,10.26,2744,55.30,168,3.39,318,6.41,2,0.04,70,1.41,1660,33.45,3514,70.82,47,3.48,11,0.79,4962,100.00,1365,27.51,1340,27.01,509,10.26,2744,55.30,168,3.39,318,6.41,2,0.04,70,1.41,1660,33.45,3514,70.82,47,3.48,11,0.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1523,1340,509,2744,168,318,2,70,1660,3514,56,13
